order_date,product,category,region,channel,sales_rep,units,unit_price,discount,revenue
2025-12-22,Cobalt Mouse,Accessories,West,Online,K. Tanaka,1,59.0,0.15,57.67
2025-12-22,Cobalt Mouse,Accessories,North,Online,M. Silva,22,59.0,0.05,1418.06
2025-12-23,Nimbus Tablet 11,Tablets,North,Retail,M. Silva,8,649.0,0,4672.8
2025-12-23,Cobalt Mouse,Accessories,West,Online,M. Silva,9,59.0,0,610.65
2025-12-24,Vertex Monitor 27,Displays,North,Partner,J. Okafor,11,379.0,0.05,3168.44
2025-12-24,Cobalt Mouse,Accessories,North,Retail,L. Dubois,3,59.0,0.1,143.37
2025-12-24,Aurora Laptop 16,Laptops,East,Partner,A. Rahman,14,1699.0,0.15,16174.48
2025-12-24,Vertex Monitor 32,Displays,East,Partner,A. Rahman,9,549.0,0.1,3557.52
2025-12-24,Cobalt Mouse,Accessories,South,Partner,L. Dubois,9,59.0,0,424.8
2025-12-25,Pulse Earbuds,Audio,West,Retail,J. Okafor,7,129.0,0,812.7
2025-12-25,Aurora Laptop 14,Laptops,North,Online,L. Dubois,5,1299.0,0,7469.25
2025-12-25,Vertex Monitor 27,Displays,East,Retail,J. Okafor,4,379.0,0,1364.4
2025-12-25,Vertex Monitor 32,Displays,East,Partner,M. Silva,6,549.0,0,2635.2
2025-12-26,Aurora Laptop 14,Laptops,South,Online,A. Rahman,7,1299.0,0.1,9411.25
2025-12-26,Vertex Monitor 27,Displays,East,Online,J. Okafor,17,379.0,0,7409.45
2025-12-26,Aurora Laptop 16,Laptops,East,Online,L. Dubois,5,1699.0,0.05,9280.79
2025-12-26,Pulse Earbuds,Audio,East,Partner,K. Tanaka,3,129.0,0,309.6
2025-12-27,Nimbus Tablet 11,Tablets,North,Retail,J. Okafor,13,649.0,0.05,7213.64
2025-12-27,Aurora Laptop 14,Laptops,South,Partner,K. Tanaka,1,1299.0,0,1039.2
2025-12-27,Cobalt Mouse,Accessories,South,Online,K. Tanaka,1,59.0,0,67.85
2025-12-27,Nimbus Tablet Mini,Tablets,West,Online,M. Silva,6,429.0,0,2960.1
2025-12-28,Aurora Laptop 16,Laptops,East,Online,J. Okafor,4,1699.0,0.05,7424.63
2025-12-28,Cobalt Mouse,Accessories,East,Online,J. Okafor,5,59.0,0,339.25
2025-12-29,Pulse Headphones,Audio,South,Online,L. Dubois,11,249.0,0,3149.85
2025-12-29,Nimbus Tablet Mini,Tablets,South,Online,J. Okafor,3,429.0,0,1480.05
2025-12-29,Pulse Headphones,Audio,North,Online,A. Rahman,12,249.0,0.15,2920.77
2025-12-30,Nimbus Tablet Mini,Tablets,East,Retail,M. Silva,6,429.0,0,2316.6
2025-12-30,Pulse Earbuds,Audio,South,Partner,A. Rahman,20,129.0,0.05,1960.8
2025-12-30,Aurora Laptop 16,Laptops,South,Online,J. Okafor,5,1699.0,0,9769.25
2025-12-30,Cobalt Keyboard,Accessories,West,Partner,J. Okafor,4,89.0,0.15,242.08
2025-12-31,Cobalt Mouse,Accessories,South,Partner,J. Okafor,10,59.0,0,472.0
2025-12-31,Pulse Earbuds,Audio,South,Online,L. Dubois,5,129.0,0,741.75
